Category,Food Name,Alternative Name,Chinese Terms,English Terms
魚貝類,"紅肉鮭魚切片","鮭魚片,鮭魚排 Salmon",魚貝類 鱼贝类 紅肉鮭魚切片 鮭魚片 鮭魚排 红肉鲑鱼切片 鲑鱼片 鲑鱼排,salmon red slices
魚貝類,"大西洋鮭魚平均值(去皮)","鮭魚片,鮭魚排 Atlantic salmon",魚貝類 鱼贝类 大西洋鮭魚平均值 去皮 鮭魚片 鮭魚排 大西洋鲑鱼平均值 鲑鱼片 鲑鱼排,atlantic salmon average (skinless)
魚貝類,"大西洋鮭魚(台灣養殖)","鮭魚片,鮭魚排 Atlantic salmon",魚貝類 鱼贝类 大西洋鮭魚 台灣養殖 鮭魚片 鮭魚排 大西洋鲑鱼 台湾养殖 鲑鱼片 鲑鱼排,atlantic salmon (farmed in taiwan)
魚貝類,"大西洋鮭魚切片(中段)","鮭魚片,鮭魚排 Atlantic salmon",魚貝類 鱼贝类 大西洋鮭魚切片 中段 鮭魚片 鮭魚排 大西洋鲑鱼切片 鲑鱼片 鲑鱼排,atlantic salmon fillet (middle)
魚貝類,"大西洋鮭魚切片(尾段)","鮭魚片,鮭魚排 Atlantic salmon",魚貝類 鱼贝类 大西洋鮭魚切片 尾段 鮭魚片 鮭魚排 大西洋鲑鱼切片 鲑鱼片 鲑鱼排,atlantic salmon fillet (tail section)
魚貝類,"大西洋鮭魚生魚片","鮭魚片,鮭魚排 Atlantic salmon",魚貝類 鱼贝类 大西洋鮭魚生魚片 鮭魚片 鮭魚排 大西洋鲑鱼生鱼片 鲑鱼片 鲑鱼排,atlantic salmon sashimi
魚貝類,"大西洋鮭魚腹肉","鮭魚片,鮭魚排 Atlantic salmon",魚貝類 鱼贝类 大西洋鮭魚腹肉 鮭魚片 鮭魚排 大西洋鲑鱼腹肉 鲑鱼片 鲑鱼排,atlantic salmon belly
魚貝類,"麥奇鈎吻鮭(去皮)","鱒魚,虹鱒,麥奇鉤吻鱒 Rainbow trout",魚貝類 鱼贝类 麥奇鈎吻鮭 去皮 鱒魚 虹鱒 麥奇鉤吻鱒 麦奇鈎吻鲑 鳟鱼 虹鳟 麦奇钩吻鳟,rainbow trout munchie salmon (skinless)
魚貝類,"麥奇鈎吻鮭(含皮)","鱒魚,虹鱒,麥奇鉤吻鱒 Rainbow trout",魚貝類 鱼贝类 麥奇鈎吻鮭 含皮 鱒魚 虹鱒 麥奇鉤吻鱒 麦奇鈎吻鲑 鳟鱼 虹鳟 麦奇钩吻鳟,rainbow trout munchie salmon (with skin)
魚貝類,"姬魚","仙女魚,狗母,汕狗母 Aulopus",魚貝類 鱼贝类 姬魚 仙女魚 狗母 汕狗母 姬鱼 仙女鱼,aulopus fish
魚貝類,"印度鐮齒魚","水狗母,粉粘,那哥,那個魚 Bombay duck; Bombay duck (India); Bombay duck fish; Bombay-duck",魚貝類 鱼贝类 印度鐮齒魚 水狗母 粉粘 那哥 那個魚 印度镰齿鱼 那个鱼,bombay duck india fish indian sicklefish
魚貝類,"狗母魚(蛇鯔)","狗母梭,狗母 Lizardfish; Dog-head fish",魚貝類 鱼贝类 狗母魚 蛇鯔 狗母梭 狗母 狗母鱼 蛇鲻,lizardfish dog head dogfish (snake mullet)
魚貝類,"鮟鱇","安康魚,琵琶魚,結巴魚,燈籠魚 Anglerfish",魚貝類 鱼贝类 鮟鱇 安康魚 琵琶魚 結巴魚 燈籠魚 安康鱼 琵琶鱼 结巴鱼 灯笼鱼,anglerfish
魚貝類,"鯔平均值(去皮)","烏(鯔/信/聖)魚,青頭仔(幼魚),奇目仔(成魚),正(大)烏,正(回)頭烏,日本鯔 Common mullet; Flathead mullet; Grey mullet; Striped mullet (without skin)",魚貝類 鱼贝类 鯔平均值 去皮 烏 鯔/信/聖 魚 青頭仔 幼魚 奇目仔 成魚 正 大 回 頭烏 日本鯔 鲻平均值 乌 鲻/信/圣 鱼 青头仔 幼鱼 成鱼 头乌 日本鲻,common mullet flathead grey striped without skin average value of (skin removed)
魚貝類,"鯔(2月)","青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)  Common mullet; Flathead mullet; Grey mullet; Striped mullet",魚貝類 鱼贝类 鯔 月 青頭仔 幼魚 奇目仔 成魚 信魚 正烏 烏魚 正頭烏 回頭烏 大烏 澎湖 鲻 青头仔 幼鱼 成鱼 信鱼 正乌 乌鱼 正头乌 回头乌 大乌,common mullet flathead grey striped mullet(february)
魚貝類,"鯔(4月)","青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖) Common mullet; Flathead mullet; Grey mullet; Striped mullet",魚貝類 鱼贝类 鯔 月 青頭仔 幼魚 奇目仔 成魚 信魚 正烏 烏魚 正頭烏 回頭烏 大烏 澎湖 鲻 青头仔 幼鱼 成鱼 信鱼 正乌 乌鱼 正头乌 回头乌 大乌,common mullet flathead grey striped mullet(april)
魚貝類,"鯔(8月)","青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖) Common mullet; Flathead mullet; Grey mullet; Striped mullet",魚貝類 鱼贝类 鯔 月 青頭仔 幼魚 奇目仔 成魚 信魚 正烏 烏魚 正頭烏 回頭烏 大烏 澎湖 鲻 青头仔 幼鱼 成鱼 信鱼 正乌 乌鱼 正头乌 回头乌 大乌,common mullet flathead grey striped mullet(august)
魚貝類,"鯔(11月,雄魚)","青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖) Common mullet; Flathead mullet; Grey mullet; Striped mullet (male)",魚貝類 鱼贝类 鯔 月 雄魚 青頭仔 幼魚 奇目仔 成魚 信魚 正烏 烏魚 正頭烏 回頭烏 大烏 澎湖 鲻 雄鱼 青头仔 幼鱼 成鱼 信鱼 正乌 乌鱼 正头乌 回头乌 大乌,common mullet flathead grey striped male (november, male)
魚貝類,"鯔(11月,雌魚)","青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖) Common mullet; Flathead mullet; Grey mullet; Striped mullet (female)",魚貝類 鱼贝类 鯔 月 雌魚 青頭仔 幼魚 奇目仔 成魚 信魚 正烏 烏魚 正頭烏 回頭烏 大烏 澎湖 鲻 雌鱼 青头仔 幼鱼 成鱼 信鱼 正乌 乌鱼 正头乌 回头乌 大乌,common mullet flathead grey striped female (november, female)
魚貝類,"鯔(12月,雄魚)","青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖) Common mullet; Flathead mullet; Grey mullet; Striped mullet (male)",魚貝類 鱼贝类 鯔 月 雄魚 青頭仔 幼魚 奇目仔 成魚 信魚 正烏 烏魚 正頭烏 回頭烏 大烏 澎湖 鲻 雄鱼 青头仔 幼鱼 成鱼 信鱼 正乌 乌鱼 正头乌 回头乌 大乌,common mullet flathead grey striped male (december, male)
魚貝類,"鯔(12月,雌魚)","青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖) Common mullet; Flathead mullet; Grey mullet; Striped mullet (female)",魚貝類 鱼贝类 鯔 月 雌魚 青頭仔 幼魚 奇目仔 成魚 信魚 正烏 烏魚 正頭烏 回頭烏 大烏 澎湖 鲻 雌鱼 青头仔 幼鱼 成鱼 信鱼 正乌 乌鱼 正头乌 回头乌 大乌,common mullet flathead grey striped female (december, female)
魚貝類,"鯔切片","青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖) Common mullet; Flathead mullet; Grey mullet; Striped mullet (sliced)",魚貝類 鱼贝类 鯔切片 青頭仔 幼魚 奇目仔 成魚 信魚 正烏 烏魚 正頭烏 回頭烏 大烏 澎湖 鲻切片 青头仔 幼鱼 成鱼 信鱼 正乌 乌鱼 正头乌 回头乌 大乌,common mullet flathead grey striped sliced slices
魚貝類,"鯔(含皮)","青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖) Common mullet; Flathead mullet; Grey mullet; Striped mullet",魚貝類 鱼贝类 鯔 含皮 青頭仔 幼魚 奇目仔 成魚 信魚 正烏 烏魚 正頭烏 回頭烏 大烏 澎湖 鲻 青头仔 幼鱼 成鱼 信鱼 正乌 乌鱼 正头乌 回头乌 大乌,common mullet flathead grey striped (including skin)
魚貝類,"斑鰭飛魚","小烏,飛烏,花烏(澎湖) Yellowing flyingfish; Yellowfin flying fish; Yellow-wing flyingfish; Spotwing flyingfish; Spotted flyingfish",魚貝類 鱼贝类 斑鰭飛魚 小烏 飛烏 花烏 澎湖 斑鳍飞鱼 小乌 飞乌 花乌,yellowing flyingfish yellowfin flying yellow spotwing spotted spotfin
魚貝類,"斑鱵","補網師,水針,莎優莉,簪針(澎湖),七星針(南部) Spotted halfbeak; Barred garfish; Black barred garfish; Blackbarred halfbeak; Black-barred halfbeak; Black-barred garfish; Barred halfbeak; Halfbeak",魚貝類 鱼贝类 斑鱵 補網師 水針 莎優莉 簪針 澎湖 七星針 南部 补网师 水针 莎优莉 簪针 七星针,spotted halfbeak barred garfish black blackbarred
魚貝類,"鱷形叉尾鶴鱵","青旗,學仔,白天青旗,圓學(澎湖) Needle fish; Needlefish; Ocean piper; Crocodile needlefish; Crocodile longtom; Houndfish; Hound needlefish; Longjaw; Giant long-tom; Fork tail alligator gar; Gar; Hound; Garfish; Guardfish",魚貝類 鱼贝类 鱷形叉尾鶴鱵 青旗 學仔 白天青旗 圓學 澎湖 鳄形叉尾鹤鱵 学仔 圆学,needle fish needlefish ocean piper crocodile longtom houndfish hound longjaw giant long fork tail alligator gar garfish guardfish fork-tailed crane
魚貝類,"金鱗魚"," Squirrelfish",魚貝類 鱼贝类 金鱗魚 金鳞鱼,squirrelfish golden scale
魚貝類,"鱗馬鞭魚","馬鞭魚,馬戍,槍管,火管,剃仔,土管(臺東)  Rough flutemouth; Red cornet fish; Red cornetfish; Serrate flutemouth; Pipefish; Rough flute mouth; Cornet fish; Flute mouth; Flutemouth; Lacepede's cornetfish",魚貝類 鱼贝类 鱗馬鞭魚 馬戍 槍管 火管 剃仔 土管 台東 鳞马鞭鱼 马戍 枪管 台东,rough flutemouth red cornet fish cornetfish serrate pipefish flute lacepede s scaly whip
魚貝類,"黃鱔","鱔魚,田鱔,田鰻,長魚,血魚,羅魚,無鱗公子 Rice (paddy) field eel; Rice swampeel; Rice paddy eel; Rice eel; Swamp eel",魚貝類 鱼贝类 黃鱔 鱔魚 田鱔 田鰻 長魚 血魚 羅魚 無鱗公子 黄鳝 鳝鱼 田鳝 田鳗 长鱼 血鱼 罗鱼 无鳞公子,rice paddy field eel swampeel swamp
魚貝類,"石狗公","石頭魚,獅甕(澎湖),紅鱠仔 Rockfish; Scorpionfish; Filefish",魚貝類 鱼贝类 石狗公 石頭魚 獅甕 澎湖 紅鱠仔 石头鱼 狮瓮 红鱠仔,rockfish scorpionfish filefish stone dog
魚貝類,"環紋簑鮋","龍鬚簑鮋,獅子魚,長獅,魔鬼,國公,石狗敢,虎魚,雞公,紅虎,火烘,石頭魚 Luna lion fish",魚貝類 鱼贝类 環紋蓑鮋 龍須蓑鮋 獅子魚 長獅 魔鬼 國公 石狗敢 虎魚 雞公 紅虎 火烘 石頭魚 环纹蓑鮋 龙须蓑鮋 狮子鱼 长狮 国公 虎鱼 鸡公 红虎 石头鱼,luna lion fish ring-shaped lionfish
魚貝類,"深海鱗角魚","深海角魚,雞角,角仔魚 Gurnard; Searobin",魚貝類 鱼贝类 深海鱗角魚 深海角魚 雞角 角仔魚 深海鳞角鱼 深海角鱼 鸡角 角仔鱼,gurnard searobin deep sea hornfish
魚貝類,"尖嘴鱸(去皮)","金目鱸,盲槽,扁紅目鱸,鱸魚 Palmer; Sea bass; Silver perch; Silver barramundi; White sea bass; Asian seabass; Cock-up; Barramundi perch; Barramundi; Giant seaperch; Giant perch; Giant sea-perch; Giant sea perch",魚貝類 鱼贝类 尖嘴鱸 去皮 金目鱸 盲槽 扁紅目鱸 鱸魚 尖嘴鲈 金目鲈 扁红目鲈 鲈鱼,palmer sea bass silver perch barramundi white asian seabass cock up giant seaperch sharpmouth (skinless)
魚貝類,"尖嘴鱸(含皮)","金目鱸,盲槽,扁紅目鱸,鱸魚 Palmer; Sea bass; Silver perch; Silver barramundi; White sea bass; Asian seabass; Cock-up; Barramundi perch; Barramundi; Giant seaperch; Giant perch; Giant sea-perch; Giant sea perch",魚貝類 鱼贝类 尖嘴鱸 含皮 金目鱸 盲槽 扁紅目鱸 鱸魚 尖嘴鲈 金目鲈 扁红目鲈 鲈鱼,palmer sea bass silver perch barramundi white asian seabass cock up giant seaperch sharpmouth (with skin)
魚貝類,"日本花鱸平均值","七星鱸,花鱸,青鱸,鱸魚,日本真鱸,鱸魚 Perch; Sea bass; Japanese seaperch; Japanese sea bass; Japan sea bass",魚貝類 鱼贝类 日本花鱸平均值 七星鱸 花鱸 青鱸 鱸魚 日本真鱸 日本花鲈平均值 七星鲈 花鲈 青鲈 鲈鱼 日本真鲈,perch sea bass japanese seaperch japan average value of
魚貝類,"日本花鱸(2月)","七星鱸,花鱸,青鱸,鱸魚,日本真鱸,鱸魚 Perch; Sea bass; Japanese seaperch; Japanese sea bass; Japan sea bass",魚貝類 鱼贝类 日本花鱸 月 七星鱸 青鱸 鱸魚 日本真鱸 日本花鲈 七星鲈 青鲈 鲈鱼 日本真鲈,perch sea bass japanese seaperch japan (february)
魚貝類,"日本花鱸((3月)","七星鱸,花鱸,青鱸,鱸魚,日本真鱸,鱸魚 Perch; Sea bass; Japanese seaperch; Japanese sea bass; Japan sea bass",魚貝類 鱼贝类 日本花鱸 月 七星鱸 青鱸 鱸魚 日本真鱸 日本花鲈 七星鲈 青鲈 鲈鱼 日本真鲈,perch sea bass japanese seaperch japan (march)
魚貝類,"日本花鱸((8月)","七星鱸,花鱸,青鱸,鱸魚,日本真鱸,鱸魚 Perch; Sea bass; Japanese seaperch; Japanese sea bass; Japan sea bass",魚貝類 鱼贝类 日本花鱸 月 七星鱸 青鱸 鱸魚 日本真鱸 日本花鲈 七星鲈 青鲈 鲈鱼 日本真鲈,perch sea bass japanese seaperch japan (august)
魚貝類,"日本花鱸((11月)","七星鱸,花鱸,青鱸,鱸魚,日本真鱸,鱸魚,鱸魚 Perch; Sea bass; Japanese seaperch; Japanese sea bass; Japan sea bass",魚貝類 鱼贝类 日本花鱸 月 七星鱸 青鱸 鱸魚 日本真鱸 日本花鲈 七星鲈 青鲈 鲈鱼 日本真鲈,perch sea bass japanese seaperch japan (november)
魚貝類,"日本花鱸((12月)","七星鱸,花鱸,青鱸,鱸魚,日本真鱸,鱸魚 Perch; Sea bass; Japanese seaperch; Japanese sea bass; Japan sea bass",魚貝類 鱼贝类 日本花鱸 月 七星鱸 青鱸 鱸魚 日本真鱸 日本花鲈 七星鲈 青鲈 鲈鱼 日本真鲈,perch sea bass japanese seaperch japan (december)
魚貝類,"日本花鱸(含皮)","七星鱸,花鱸,青鱸,鱸魚,日本真鱸,鱸魚 Perch; Sea bass; Japanese seaperch; Japanese sea bass; Japan sea bass",魚貝類 鱼贝类 日本花鱸 含皮 七星鱸 青鱸 鱸魚 日本真鱸 日本花鲈 七星鲈 青鲈 鲈鱼 日本真鲈,perch sea bass japanese seaperch japan (with skin)
魚貝類,"白鱸","金眼狼鱸,鱸魚 White bass",魚貝類 鱼贝类 白鱸 金眼狼鱸 鱸魚 白鲈 金眼狼鲈 鲈鱼,white bass
魚貝類,"條紋狼鱸","銀花鱸魚 Striped bass",魚貝類 鱼贝类 條紋狼鱸 銀花鱸魚 条纹狼鲈 银花鲈鱼,striped bass
魚貝類,"鱖","鱖魚, 花鯽魚, 桂魚, 桂花魚, 季花魚 Mandarin fish; Siniperca chuatsi",魚貝類 鱼贝类 鱖 鱖魚 花鯽魚 桂魚 桂花魚 季花魚 鳜 鳜鱼 花鲫鱼 桂鱼 桂花鱼 季花鱼,mandarin fish siniperca chuatsi
魚貝類,"白緣星鱠","闊嘴格仔,鱠,過魚,石斑,紅朱鱠(臺東),粉條(澎湖) Painted coral trout; Whitemargin lyretail grouper; White-edged lyretail; Moontail seabass; Lunar-tailed grouper; Lyretail trout; Lyretail grouper; Lyre-tail trout",魚貝類 鱼贝类 白緣星鱠 闊嘴格仔 過魚 石斑 紅朱鱠 台東 粉條 澎湖 白缘星鱠 阔嘴格仔 过鱼 红朱鱠 台东 粉条,painted coral trout whitemargin lyretail grouper white edged moontail seabass lunar tailed lyre white-margined starfish
魚貝類,"青星九刺鮨平均值","紅鱠(條/格),七星斑,紅格仔,過(鯌/髻/郭)魚,石斑,條舅,青星九棘鱸,仔石斑,夕鱠 Blue-spotted rockcod; Coral hind; Coral rockcod; Vermillion seabass",魚貝類 鱼贝类 青星九刺鮨平均值 紅鱠 條/格 七星斑 紅格仔 過 鯌/髻/郭 魚 石斑 條舅 青星九棘鱸 仔石斑 夕鱠 红鱠 条/格 红格仔 过 鱼 条舅 青星九棘鲈,blue spotted rockcod coral hind vermillion seabass average value of star nine-spined sushi
魚貝類,"青星九刺鮨","紅鱠,紅格仔,過魚,石斑,條舅,紅條,鱠仔(臺東)  (Sliced) Red coral perch; Red grouper; Vermillion seabass; Vermilion rock cod; Vermilion grouper; Blue-spotted rockcod; Coral grouper; Coral cod; Coral trout; Coral hind; Coral rockcod",魚貝類 鱼贝类 青星九刺鮨 紅鱠 紅格仔 過魚 石斑 條舅 紅條 鱠仔 台東 红鱠 红格仔 过鱼 条舅 红条 台东,sliced red coral perch grouper vermillion seabass vermilion rock cod blue spotted rockcod trout hind star nine-spined sushi
魚貝類,"青星九刺鮨魚片","紅鱠,紅格仔,過魚,石斑,條舅,紅條,鱠仔(臺東)  Red coral perch; Red grouper; Vermillion seabass; Vermilion rock cod; Vermilion grouper; Blue-spotted rockcod; Coral grouper; Coral cod; Coral trout; Coral hind; Coral rockcod",魚貝類 鱼贝类 青星九刺鮨魚片 紅鱠 紅格仔 過魚 石斑 條舅 紅條 鱠仔 台東 青星九刺鮨鱼片 红鱠 红格仔 过鱼 条舅 红条 台东,red coral perch grouper vermillion seabass vermilion rock cod blue spotted rockcod trout hind star nine-spine sashimi fillet
魚貝類,"斑帶石斑魚","石斑,過魚,罔仔,竹節鱠,擬青石斑魚 Rock grouper",魚貝類 鱼贝类 斑帶石斑魚 石斑 過魚 罔仔 竹節鱠 擬青石斑魚 斑带石斑鱼 过鱼 竹节鱠 拟青石斑鱼,rock grouper banded
魚貝類,"龍虎石斑魚","龍虎斑,巴龍膽,珍珠龍膽,虎膽 Pearl Grouper",魚貝類 鱼贝类 龍虎石斑魚 龍虎斑 巴龍膽 珍珠龍膽 虎膽 龙虎石斑鱼 龙虎斑 巴龙胆 珍珠龙胆 虎胆,pearl grouper dragon tiger
魚貝類,"斑點九刺鮨(去皮)","眼斑鱠,過魚,石斑,油鱠,青貓,黑鱠僅,黑鱠仔(澎湖)  Seabass; Peacock hind; Peacock grouper; Peacock cod; Peacock rockcod; Peacock rock-cod; Peacock coral cod; Peacock rock cod; Worldwide-peacock rockcod; Blue spotted grouper; Bluespotted grouper (without skin)",魚貝類 鱼贝类 斑點九刺鮨 去皮 眼斑鱠 過魚 石斑 油鱠 青貓 黑鱠僅 黑鱠仔 澎湖 斑点九刺鮨 过鱼 青猫 黑鱠仅,seabass peacock hind grouper cod rockcod rock coral worldwide blue spotted bluespotted without skin nine-spined sushi (skin removed)
魚貝類,"斑點九刺鮨(含皮)","眼斑鱠,過魚,石斑,油鱠,青貓,黑鱠僅,黑鱠仔(澎湖)  Seabass; Peacock hind; Peacock grouper; Peacock cod; Peacock rockcod; Peacock rock-cod; Peacock coral cod; Peacock rock cod; Worldwide-peacock rockcod; Blue spotted grouper; Bluespotted grouper",魚貝類 鱼贝类 斑點九刺鮨 含皮 眼斑鱠 過魚 石斑 油鱠 青貓 黑鱠僅 黑鱠仔 澎湖 斑点九刺鮨 过鱼 青猫 黑鱠仅,seabass peacock hind grouper cod rockcod rock coral worldwide blue spotted bluespotted nine-spined sushi (with skin)
魚貝類,"棕點石斑魚","老虎斑,過魚 Tiger grouper; Blotch grouper; Blotchy rockcod; Black-tipped cod; Blotchy grouper; Brown-marbled grouper; Flower cod; Flowery cod; Marble grouper; Grouper",魚貝類 鱼贝类 棕點石斑魚 老虎斑 過魚 棕点石斑鱼 过鱼,tiger grouper blotch blotchy rockcod black tipped brown marbled flower flowery marble spotted
魚貝類,"鞍帶石斑魚片","龍膽石斑,過魚,槍頭石斑魚,倒吞鱟,鴛鴦鱠,龍躉(香港)  Queensland grouper; Queensland groper; Bridlebass; Brindlebass; Brindle grouper; Brindle bass; Giant grouper",魚貝類 鱼贝类 鞍帶石斑魚片 龍膽石斑 過魚 槍頭石斑魚 倒吞鱟 鴛鴦鱠 龍躉 香港 鞍带石斑鱼片 龙胆石斑 过鱼 枪头石斑鱼 倒吞鲎 鸳鸯鱠 龙趸,queensland grouper groper bridlebass brindlebass brindle giant saddleback fillet
魚貝類,"駝背鱸","老鼠斑,鰵魚,烏丸稅,尖嘴鱠仔,觀音鱠,斟鰻鱠(澎湖) Panther grouper; Pantherfish; Red fish; Polka-dot grouper; Polkadot grouper; Barramundi cod; Baramundi cod; Barrimundi cod; Hump-back rock-cod; Flatfish grouper; Highfinned grouper; Humpback rockcod",魚貝類 鱼贝类 駝背鱸 老鼠斑 鰵魚 烏丸稅 尖嘴鱠仔 觀音鱠 斟鰻鱠 澎湖 驼背鲈 鰵鱼 乌丸税 观音鱠 斟鳗鱠,panther grouper pantherfish red polka dot polkadot barramundi cod baramundi barrimundi hump back rock flatfish highfinned humpback rockcod bass
魚貝類,"橫紋九刺鮨","橫帶鱠,過魚,石斑,黑貓仔,黑絲貓,竹鱠仔,黑青貓仔(澎湖),烏絲(香港)  Overcast grouper; Chocolate hind; Brown-barred rockcod; Brownbarred rockcod; Brownbarred grouper; Charcoal grouper; Brown coral cod; Brown coral-cod",魚貝類 鱼贝类 橫紋九刺鮨 橫帶鱠 過魚 石斑 黑貓仔 黑絲貓 竹鱠仔 黑青貓仔 澎湖 烏絲 香港 横纹九刺鮨 横带鱠 过鱼 黑猫仔 黑丝猫 黑青猫仔 乌丝,overcast grouper chocolate hind brown barred rockcod brownbarred charcoal coral nine-striped sushi
魚貝類,"大口黑鱸","黑鱸,加州鱸,淡水鱸 Largemouth black bass",魚貝類 鱼贝类 大口黑鱸 加州鱸 淡水鱸 大口黑鲈 加州鲈 淡水鲈,largemouth black bass
魚貝類,"日本紅目大眼鯛","紅目鰱,嚴公仔,大目仔(臺東),紅目孔(澎湖),嚴公舅(澎湖)  Red big eye; Bigeye; Bulleye; Deepwater bullseye; Longfinned bullseye; Long-finned bullseye",魚貝類 鱼贝类 日本紅目大眼鯛 紅目鰱 嚴公仔 大目仔 台東 紅目孔 澎湖 嚴公舅 日本红目大眼鲷 红目鲢 严公仔 台东 红目孔 严公舅,red big eye bigeye bulleye deepwater bullseye longfinned long japanese red-eyed snapper
魚貝類,"血斑異大眼鯛","紅目鰱,嚴公仔 Rock bullseye; Red big-eye; Bullseye; Dusky-finned bullseye; Bigeye; Balarton; Catalufa; Glasseye snapper; Glass bigeye; Glasseye; Moonshine conga; Moonshine snapper ",魚貝類 鱼贝类 血斑異大眼鯛 紅目鰱 嚴公仔 血斑异大眼鲷 红目鲢 严公仔,rock bullseye red big dusky finned bigeye balarton catalufa glasseye snapper glass moonshine conga blood spot
魚貝類,"多鱗沙鮻","沙腸仔,kiss 魚 Silver sillago",魚貝類 鱼贝类 多鱗沙鮻 沙腸仔 魚 多鳞沙鮻 沙肠仔,silver sillago multi-scaled sand bream
魚貝類,"日本馬頭魚","馬頭,方頭魚,吧唄,紅尾,吧口弄,紅馬頭,紅甘鯛  Red tilefish; Horse-head fish; Horse head; Japanese horsehead fish",魚貝類 鱼贝类 日本馬頭魚 馬頭 方頭魚 吧唄 紅尾 吧口弄 紅馬頭 紅甘鯛 日本马头鱼 马头 方头鱼 吧呗 红尾 红马头 红甘鲷,red tilefish horse head japanese horsehead
魚貝類,"白馬頭魚","馬頭,方頭魚,馬頭,方頭魚,白馬頭,拉崙(澎湖),白甘鯛  Tilefish; White horsehead",魚貝類 鱼贝类 白馬頭魚 馬頭 方頭魚 白馬頭 拉侖 澎湖 白甘鯛 白马头鱼 马头 方头鱼 白马头 拉仑 白甘鲷,tilefish white horsehead horse
魚貝類,"鬼頭刀魚片","鱰魚,萬魚,飛烏虎,鬼頭刀(臺東),鱰,萬引,扁頭刀(澎湖),九萬仔(澎湖) Common dolphifish; Dolphinfish; Dolphin fish; Common dolphin; Dolphin; Dorado; Common dolphinfish; Common dolphin fish; Mahimahi; Green dolphin; Mahi-mahi; Mahi mahi",魚貝類 鱼贝类 鬼頭刀魚片 鱰魚 萬魚 飛烏虎 鬼頭刀 台東 鱰 萬引 扁頭刀 澎湖 九萬仔 鬼头刀鱼片 鱰鱼 万鱼 飞乌虎 鬼头刀 台东 万引 扁头刀 九万仔,common dolphifish dolphinfish dolphin dorado mahimahi green saury fillet
魚貝類,"鬼頭刀","鱰魚,萬魚,飛烏虎,鬼頭刀(臺東),鱰,萬引,扁頭刀(澎湖),九萬仔(澎湖) Common dolphifish; Dolphinfish; Dolphin fish; Common dolphin; Dolphin; Dorado; Common dolphinfish; Common dolphin fish; Mahimahi; Green dolphin; Mahi-mahi; Mahi mahi",魚貝類 鱼贝类 鬼頭刀 鱰魚 萬魚 飛烏虎 台東 鱰 萬引 扁頭刀 澎湖 九萬仔 鬼头刀 鱰鱼 万鱼 飞乌虎 台东 万引 扁头刀 九万仔,common dolphifish dolphinfish dolphin dorado mahimahi green ghost head knife
魚貝類,"海鱺","海麗仔,軍曹魚,海龍魚,黑魽,海麗(臺東),海魚戾魚,錫臘白,海鱺/鱺魚/紅目鱺(澎湖)  Runner; Prodigal son; Sergeant fish; Sergeantfish; Crabeater; Black salmon; Cubby yew; Cabio; Black king fish; Cobia; Black kingfish; Cod; Kingfish",魚貝類 鱼贝类 海鱺 海麗仔 軍曹魚 海龍魚 黑魽 海麗 台東 海魚戾魚 錫腊白 海鱺/鱺魚/紅目鱺 澎湖 海鲡 海丽仔 军曹鱼 海龙鱼 海丽 台东 海鱼戾鱼 锡腊白 海鲡/鲡鱼/红目鲡,runner prodigal son sergeant fish sergeantfish crabeater black salmon cubby yew cabio king cobia kingfish cod sea coyote
魚貝類,"海鱺魚片","海麗仔,軍曹魚,海龍魚,黑魽,海麗(臺東),海魚戾魚,錫臘白,海鱺/鱺魚/紅目鱺(澎湖)  Runner; Prodigal son; Sergeant fish; Sergeantfish; Crabeater; Black salmon; Cubby yew; Cabio; Black king fish; Cobia; Black kingfish; Cod; Kingfish",魚貝類 鱼贝类 海鱺魚片 海麗仔 軍曹魚 海龍魚 黑魽 海麗 台東 海魚戾魚 錫腊白 海鱺/鱺魚/紅目鱺 澎湖 海鲡鱼片 海丽仔 军曹鱼 海龙鱼 海丽 台东 海鱼戾鱼 锡腊白 海鲡/鲡鱼/红目鲡,runner prodigal son sergeant fish sergeantfish crabeater black salmon cubby yew cabio king cobia kingfish cod sea bass fillet
魚貝類,"大口逆鈎鰺","七星仔,棘蔥仔,鬼平,龜濱,龜柄,油面仔(臺東),歸秉/龜秉/肥柄(澎湖) Queenfish; Talang queenfish; Talang queen fish; Largemouth queenfish",魚貝類 鱼贝类 大口逆鈎鰺 七星仔 棘蔥仔 鬼平 龜濱 龜柄 油面仔 台東 歸秉/龜秉/肥柄 澎湖 棘葱仔 龟滨 龟柄 台东 归秉/龟秉/肥柄,queenfish talang queen largemouth largemouthed trevally
